Compound_identifier	original_name	clean_name	cid	Freq	InChI	InChIKey	WIKIDATA_ID IMAGE1	IMAGE2D	IMAGE3D
C117	1-hexadecanol	1-hexadecanol	2682	8	InChI=1S/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3	BXWNKGSJHAJOGX-UHFFFAOYSA-N	Q161632
C1604	1.8-cineole	1.8-cineole	2758	23	InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3	WEEGYLXZBRQIMU-UHFFFAOYSA-N	Q161572
C2429	4-methylphenol	4-methylphenol	2879	2	InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3	IWDCLRJOBJJRNH-UHFFFAOYSA-N	Q312251
C3634	capric acid	capric acid	2969	1	InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)	GHVNFZFCNZKVNT-UHFFFAOYSA-N	Q422613
C3537	butyl phthalate	butyl phthalate	3026	2	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	DOIRQSBPFJWKBE-UHFFFAOYSA-N	Q415612
C3203	benzophenone	benzophenone	3102	4	InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H	RWCCWEUUXYIKHB-UHFFFAOYSA-N	Q409482
C557	eugenol	eugenol	3314	563	InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3	RRAFCDWBNXTKKO-UHFFFAOYSA-N	Q423357
C612	guaiazulene	guaiazulene	3515	3	InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3	FWKQNCXZGNBPFD-UHFFFAOYSA-N	Q3026266
C3416	beta-thujaplicin	beta-thujaplicin	3611	1	InChI=1S/C10H12O2/c1-7(2)8-4-3-5-9(11)10(12)6-8/h3-7H,1-2H3,(H,11,12)	FUWUEFKEXZQKKA-UHFFFAOYSA-N	Q2705171
C5177	isopropanol	isopropanol	3776	1	InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3	KFZMGEQAYNKOFK-UHFFFAOYSA-N	Q16392
C513	dodecanoic acid	dodecanoic acid	3893	128	InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)	POULHZVOKOAJMA-UHFFFAOYSA-N	Q422627
C741	methyl salicylate	methyl salicylate	4133	99	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3	OSWPMRLSEDHDFF-UHFFFAOYSA-N	Q407669
C751	myristicin	myristicin	4276	85	InChI=1S/C11H12O3/c1-3-4-8-5-9(12-2)11-10(6-8)13-7-14-11/h3,5-6H,1,4,7H2,2H3	BNWJOHGLIBDBOB-UHFFFAOYSA-N	Q414057
C5912	p-benzoquinone	p-benzoquinone	4650	1	InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H	AZQWKYJCGOJGHM-UHFFFAOYSA-N	Q402719
C6296	safrol	safrol	5144	1	InChI=1S/C10H10O2/c1-2-3-8-4-5-9-10(6-8)12-7-11-9/h2,4-6H,1,3,7H2	ZMQAAUBTXCXRIC-UHFFFAOYSA-N	Q412424
C6975	octadecanoic acid	octadecanoic acid	5281	28	InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)	QIQXTHQIDYTFRH-UHFFFAOYSA-N	Q209685
C6791	tribromomethane	tribromomethane	5558	1	InChI=1S/CHBr3/c2-1(3)4/h1H	DIKBFYAXUHHXCS-UHFFFAOYSA-N	Q409799
C155	2-phenethyl alcohol	2-phenethyl alcohol	6054	3	InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2	WRMNZCZEMHIOCP-UHFFFAOYSA-N	Q209463
C633	hexanal	hexanal	6184	171	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3	JARKCYVAAOWBJS-UHFFFAOYSA-N	Q420698
C1458	1-pentanol	1-pentanol	6276	1	InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3	AMQJEAYHLZJPGS-UHFFFAOYSA-N	Q151733
C1815	2-methyl-2-butanol	2-methyl-2-butanol	6405	1	InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3	MSXVEPNJUHWQHW-UHFFFAOYSA-N	Q209428
C362	bornyl acetate	bornyl acetate	6448	956	InChI=1S/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3	KGEKLUUHTZCSIP-UHFFFAOYSA-N	Q780165
C707	linalyl isobutyrate	linalyl isobutyrate	6532	2	InChI=1S/C14H24O2/c1-7-14(6,10-8-9-11(2)3)16-13(15)12(4)5/h7,9,12H,1,8,10H2,2-6H3	JZIARAQCPRDGAC-UHFFFAOYSA-N	Q27269894
C2978	alpha-isophorone	alpha-isophorone	6544	1	InChI=1S/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3	HJOVHMDZYOCNQW-UHFFFAOYSA-N	Q415519
C6512	tetrahydrolinalool	tetrahydrolinalool	6548	1	InChI=1S/C10H22O/c1-5-10(4,11)8-6-7-9(2)3/h9,11H,5-8H2,1-4H3	DLHQZZUEERVIGQ-UHFFFAOYSA-N	Q27157612
C5311	linalol	linalol	6549	7	InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3	CDOSHBSSFJOMGT-UHFFFAOYSA-N	Q410932
C1814	2-methyl-1-propanol	2-methyl-1-propanol	6560	1	InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3	ZXEKIIBDNHEJCQ-UHFFFAOYSA-N	Q151797
C1879	2-methylpropanal	2-methylpropanal	6561	1	InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3	AMIMRNSIRUDHCM-UHFFFAOYSA-N	Q418164
C137	2-butanol	2-butanol	6568	3	InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3	BTANRVKWQNVYAZ-UHFFFAOYSA-N	Q209332
C1714	2-butanone	2-butanone	6569	3	InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3	ZWEHNKRNPOVVGH-UHFFFAOYSA-N	Q372291
C2140	3-buten-2-one	3-buten-2-one	6570	2	InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3	FUSUHKVFWTUUBE-UHFFFAOYSA-N	Q417525
C6793	triclene	triclene	6575	1	InChI=1S/C2HCl3/c3-1-2(4)5/h1H	XSTXAVWGXDQKEL-UHFFFAOYSA-N	Q407936
C727	methyl acetate	methyl acetate	6584	22	InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3	KXKVLQRXCPHEJC-UHFFFAOYSA-N	Q414189
C1880	2-methylpropanoic acid	2-methylpropanoic acid	6590	1	InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)	KQNPFQTWMSNSAP-UHFFFAOYSA-N	Q415062
C376	camphene	camphene	6616	1939	InChI=1S/C10H16/c1-7-8-4-5-9(6-8)10(7,2)3/h8-9H,1,4-6H2,2-3H3	CRPUJAZIXJMDBK-UHFFFAOYSA-N	Q416775
C2849	alpha- pinene	alpha-pinene	6654	2	InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3	GRWFGVWFFZKLTI-UHFFFAOYSA-N	Q27104380
C2774	acenaphthene	acenaphthene	6734	1	InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2	CWRYPZZKDGJXCA-UHFFFAOYSA-N	Q415103
C5613	musk ambrette	musk ambrette	6753	1	InChI=1S/C12H16N2O5/c1-7-9(13(15)16)6-8(12(2,3)4)11(19-5)10(7)14(17)18/h6H,1-5H3	SUAUILGSCPYJCS-UHFFFAOYSA-N	Q26841326
C5062	isobutyl phthalate	isobutyl phthalate	6782	1	InChI=1S/C16H22O4/c1-11(2)9-19-15(17)13-7-5-6-8-14(13)16(18)20-10-12(3)4/h5-8,11-12H,9-10H2,1-4H3	MGWAVDBGNNKXQV-UHFFFAOYSA-N	Q162259
C4318	dimethyl anthranilate	dimethyl anthranilate	6826	1	InChI=1S/C9H11NO2/c1-10-8-6-4-3-5-7(8)9(11)12-2/h3-6,10H,1-2H3	GVOWHGSUZUUUDR-UHFFFAOYSA-N	Q27263085
C5814	o-cumenol	o-cumenol	6943	1	InChI=1S/C9H12O/c1-7(2)8-5-3-4-6-9(8)10/h3-7,10H,1-2H3	CRBJBYGJVIBWIY-UHFFFAOYSA-N	Q27117882
C340	beta-guaiene	beta-guaiene	6949	36	InChI=1S/C15H24/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h11-12H,5-9H2,1-4H3	GIBQERSGRNPMEH-UHFFFAOYSA-N	Q27160891
C5410	menthyl salicylate	menthyl salicylate	6970	1	InChI=1S/C17H24O3/c1-11(2)13-9-8-12(3)10-16(13)20-17(19)14-6-4-5-7-15(14)18/h4-7,11-13,16,18H,8-10H2,1-3H3	SJOXEWUZWQYCGL-UHFFFAOYSA-N	NA
C677	iso-menthone	iso-menthone	6986	10	InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-9H,4-6H2,1-3H3	NFLGAXVYCFJBMK-UHFFFAOYSA-N	Q27104381
C5174	isopiperitone	isopiperitone	6987	2	InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h6-7,9H,4-5H2,1-3H3	YSTPAHQEHQSRJD-UHFFFAOYSA-N	Q2041498
C7038	pulegone	pulegone	6988	226	InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h8H,4-6H2,1-3H3	NZGWDASTMWDZIW-UHFFFAOYSA-N	Q27109902
C5930	p-cymen-3-ol	p-cymen-3-ol	6989	1	InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h4-7,11H,1-3H3	MGSRCZKZVOBKFT-UHFFFAOYSA-N	Q408883
C1758	2-ethylphenol	2-ethylphenol	6997	1	InChI=1S/C8H10O/c1-2-7-5-3-4-6-8(7)9/h3-6,9H,2H2,1H3	IXQGCWUGDFDQMF-UHFFFAOYSA-N	Q27115959
C6298	salicyladehyde	salicyladehyde	6998	2	InChI=1S/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H	SMQUZDBALVYZAC-UHFFFAOYSA-N	Q414492
C5551	methyl naphthalene	methyl naphthalene	7002	1	InChI=1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3	QPUYECUOLPXSFR-UHFFFAOYSA-N	Q161656
C1432	1-naphthalenol	1-naphthalenol	7005	1	InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H	KJCVRFUGPWSIIH-UHFFFAOYSA-N	Q408876
C5521	methyl guaiacol	methyl guaiacol	7043	1	InChI=1S/C8H10O2/c1-9-7-5-3-4-6-8(7)10-2/h3-6H,1-2H3	ABDKAPXRBAPSQN-UHFFFAOYSA-N	Q131994
C4150	decahydronaphthalene	decahydronaphthalene	7044	2	InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2	NNBZCPXTIHJBJL-UHFFFAOYSA-N	Q415454
C7039	quinoline	quinoline	7047	2	InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H	SMWDFEZZVXVKRB-UHFFFAOYSA-N	Q408384
C1872	2-methylnaphthalene	2-methylnaphthalene	7055	8	InChI=1S/C11H10/c1-9-6-7-10-4-2-3-5-11(10)8-9/h2-8H,1H3	QIMMUPPBPVKWKM-UHFFFAOYSA-N	Q2813819
C4107	cyclohexyl cyclohexane	cyclohexyl cyclohexane	7094	3	InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2	WVIIMZNLDWSIRH-UHFFFAOYSA-N	Q21099094
C3472	biphenyl	biphenyl	7095	2	InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H	ZUOUZKKEUPVFJK-UHFFFAOYSA-N	Q410915
C6516	thianthrene	thianthrene	7109	1	InChI=1S/C12H8S2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8H	GVIJJXMXTUZIOD-UHFFFAOYSA-N	Q424898
C4591	eugenol methyl ether	eugenol methyl ether	7127	1	InChI=1S/C11H14O2/c1-4-5-9-6-7-10(12-2)11(8-9)13-3/h4,6-8H,1,5H2,2-3H3	ZYEMGPIYFIJGTP-UHFFFAOYSA-N	Q419829
C5539	methyl isoeugenol	methyl isoeugenol	7128	2	InChI=1S/C11H14O2/c1-4-5-9-6-7-10(12-2)11(8-9)13-3/h4-8H,1-3H3	NNWHUJCUHAELCL-UHFFFAOYSA-N	Q27108981
C2777	aceteugenol	aceteugenol	7136	2	InChI=1S/C12H14O3/c1-4-5-10-6-7-11(15-9(2)13)12(8-10)14-3/h4,6-8H,1,5H2,2-3H3	SCCDQYPEOIRVGX-UHFFFAOYSA-N	Q27116129
C1805	2-methoxy-4-methylphenol	2-methoxy-4-methylphenol	7144	1	InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3	PETRWTHZSKVLRE-UHFFFAOYSA-N	Q403037
C1470	1-phenylpropanol	1-phenylpropanol	7147	1	InChI=1S/C9H12O/c1-2-9(10)8-6-4-3-5-7-8/h3-7,9-10H,2H2,1H3	DYUQAZSOFZSPHD-UHFFFAOYSA-N	Q15726117
C6239	propiophenone	propiophenone	7148	1	InChI=1S/C9H10O/c1-2-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3	KRIOVPPHQSLHCZ-UHFFFAOYSA-N	Q415446
C730	methyl benzoate	methyl benzoate	7150	38	InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3	QPJVMBTYPHYUOC-UHFFFAOYSA-N	Q417328
C4562	ethylbenxzoate	ethylbenzoate	7165	2	InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3	MTZQAGJQAFMTAQ-UHFFFAOYSA-N	Q421100
C3206	Benzoyl acetone	Benzoyl acetone	7166	1	InChI=1S/C10H10O2/c1-8(11)7-10(12)9-5-3-2-4-6-9/h2-6H,7H2,1H3	CVBUKMMMRLOKQR-UHFFFAOYSA-N	Q27280358
C4563	ethylbenzoylacetate	ethylbenzoylacetate	7170	1	InChI=1S/C11H12O3/c1-2-14-11(13)8-10(12)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3	GKKZMYDNDDMXSE-UHFFFAOYSA-N	Q27282091
C5013	isoamyl benzoate	isoamyl benzoate	7193	12	InChI=1S/C12H16O2/c1-10(2)8-9-14-12(13)11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3	MLLAPOCBLWUFAP-UHFFFAOYSA-N	Q27236554
C1939	2-phenylethylbenzoate	2-phenylethylbenzoate	7194	8	InChI=1S/C15H14O2/c16-15(14-9-5-2-6-10-14)17-12-11-13-7-3-1-4-8-13/h1-10H,11-12H2	OSORMYZMWHVFOZ-UHFFFAOYSA-N	Q27236591
C3205	benzothiazole	benzothiazole	7222	7	InChI=1S/C7H5NS/c1-2-4-7-6(3-1)8-5-9-7/h1-5H	IOJUPLGTWVMSFF-UHFFFAOYSA-N	Q419096
C5824	o-xylene	o-xylene	7237	2	InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3	CTQNGGLPUBDAKN-UHFFFAOYSA-N	Q2988108
C1843	2-methylbutanal	2-methylbutanal	7284	9	InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3	BYGQBDHUGHBGMD-UHFFFAOYSA-N	Q15633241
C2268	3-pentanone	3-pentanone	7288	1	InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3	FDPIMTJIUBPUKL-UHFFFAOYSA-N	Q223112
C733	methyl cyclopentane	methyl cyclopentane	7296	1	InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3	GDOPTJXRTPNYNR-UHFFFAOYSA-N	Q412979
