PMC166496,fig. 2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC166496/figure/F2/
PMC3912089,fig. 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3912089/figure/fig1/
PMC8154554,fig. 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8154554/figure/fig1/
PMC8896623,fig. 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896623/figure/kiab488-F1/
PMC6374618,fig. 4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6374618/figure/F4/
PMC2710562,fig. 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2710562/figure/F1/
PMC3003041,fig. 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3003041/figure/F1/
PMC6155782,fig. 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6155782/figure/molecules-22-00074-f001/
PMC5727536,fig. 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5727536/figure/Fig1/
PMC8426550,fig. 2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8426550/figure/F2/
PMC6163538,fig. 7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6163538/figure/ijms-19-02748-f007/
PMC8511996,fig. 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8511996/figure/molecules-26-05898-f001/
PMC8701039,scheme. 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8701039/figure/genes-12-01974-sch004/
PMC8546548,fig. 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8546548/figure/fig1/
PMC4940680,fig. 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4940680/figure/F1/
