disease,count
cholangitis,4
pyelonephritis,4
hyperthyroidism,4
gallstone,4
sexual dysfunction,,4
dengue fever,,4
poliomyelitis,4
schizophrenia,4
lupus erythematosus,,4
lung disease,,4
spinocerebellar ataxia,4
campylobacteriosis,4
periodontal disease,3
irritable bowel syndrome,,3
eye disease,,3
nephrolithiasis,3
vascular dementia,3
contact dermatitis.,3
chronic lymphocytic leukemia,3
leukopenia,3
anthrax,3
endometrial cancer,,3
macular degeneration,,3
apraxia,3
atopic dermatitis.,3
orchitis,3
diabetic neuropathy,,3
male infertility,,3
diabetic neuropathy.,3
idiopathic pulmonary fibrosis,3
acne vulgaris,3
anxiety disorder,3
post-traumatic stress disorder,3
neurological disorder,,3
systemic lupus erythematosus,,3
pelvic inflammatory disease,,3
oral cancer,,3
paralytic ileus,,3
glucose intolerance,,3
heart attack.,3
uremia,3
ascariasis,3
lung carcinoma,,3
head and neck cancer.,3
vulvovaginitis,3
autoimmune disease,3
pleurisy,3
pituitary adenoma,3
mesothelioma,3
myelodysplastic syndrome,3
acute lymphoblastic leukemia.,3
temporal lobe epilepsy,3
proteinuria,3
autoimmune hepatitis,3
head and neck cancer,3
dengue hemorrhagic fever,3
acute myocardial infarction,3
nephrotic syndrome,3
arteriosclerosis,3
echinococcosis,3
gestational diabetes,,3
uveitis,3
rheumatic fever,,3
iron deficiency anemia,3
viral hepatitis,,3
sexual dysfunction,3
allergic rhinitis,3
laryngitis,3
cellulitis,3
hyperinsulinemia,3
premature ejaculation,,3
food allergy,,2
plague,2
central nervous system cancer,2
vascular dementia.,2
status epilepticus.,2
eosinophilia,2
thymoma,2
thyroid disease,2
scleroderma,2
respiratory failure,,2
otitis externa,,2
vaccinia virus.,2
metabolic disorder.,2
esophageal cancer,,2
lung abscess,,2
lymphadenitis,2
acute myocardial infarction,,2
hand, foot, and mouth disease,2
premature ovarian failure,2
scrofula,2
motor neuron disease,,2
heart attack,2
bronchiectasis,2
brain cancer.,2
mycosis,2
macular degeneration.,2
necrotizing enterocolitis,2
cryptosporidiosis,2
encephalopathy,2
stye,2
pityriasis versicolor,,2
mantle cell lymphoma.,2
alcoholic hepatitis,2
hypogonadism,2
gestational hypertension,,2
oral cancer.,2
rosacea,2
tracheitis,2
obsessive-compulsive disorder.,2
pressure ulcer,2
skin melanoma,2
chorea,2
cystic echinococcosis.,2
episodic ataxia,2
listeriosis,2
vaginitis,2
lung carcinoma.,2
bacterial vaginosis,2
hypokalemia,2
erysipelas,2
anterograde amnesia,2
impetigo,2
chronic myeloid leukemia.,2
motion sickness,2
goiter,2
interstitial lung disease,2
spinocerebellar ataxia,,2
sickle cell anemia,2
cerebral malaria.,2
glomerulosclerosis,2
cerebral infarction,2
metabolic syndrome;,2
myasthenia gravis,2
polycystic ovary syndrome,2
peptic ulcer.,2
oral candidiasis,,2
fibromyalgia,2
allergic rhinitis,,2
atrophic gastritis.,2
lymphadenopathy,2
viral pneumonia.,2
neurological disorder,2
epidermolysis bullosa,2
viral disease.,2
bronchiolitis,2
dengue fever.,2
cystic echinococcosis,2
amelanotic melanoma,2
hepatic coma,,2
acute leukemia,2
diabetic retinopathy,,2
diabetic retinopathy.,2
shigellosis,2
kidney cancer,2
osteomyelitis,2
obsessive-compulsive disorder,2
pellagra,2
malabsorption,2
spinal muscular atrophy,2
acne vulgaris,,2
essential hypertension,2
acute respiratory distress syndrome.,2
viral hepatitis.,2
peripheral neuropathy;,2
autoimmune disease,,2
pulmonary edema.,2
ulcerative colitis;,2
lung disease.,2
vitiligo,2
allergic contact dermatitis,,2
herpes zoster.,2
dermatophytosis,2
lactic acidosis,2
aspergillosis,2
japanese encephalitis,2
leech infestation,,1
blepharitis,1
status epilepticus,,1
protozoal disease.,1
pica,1
bipolar disorder.,1
plasmacytoma,1
respiratory failure.,1
tinea corporis,1
movement disorder,,1
cysticercosis,1
amyloidosis,1
ankylosing spondylitis,1
premature ejaculation,1
chronic venous insufficiency,,1
enteropathy,1
tinea cruris,1
schizoaffective disorder,,1
vasculitis,1
mucocutaneous leishmaniasis,1
sleep disorder,1
dental caries.,1
major depressive disorder,1
neonatal abstinence syndrome,1
sleeping sickness,1
meningioma,1
acute myocardial infarction.,1
gastrointestinal cancer,,1
hypogammaglobulinemia,1
progeria,1
atrial fibrillation,1
ecthyma,1
hypochromic anemia,1
muscular dystrophy,,1
alcohol abuse,1
cognitive disorder,1
lymphocytopenia,1
leech infestation,1
vaginal discharge,1
endometrial cancer.,1
gastrointestinal disease.,1
periodontal disease.,1
periodontal disease,,1
follicular lymphoma,,1
balanitis,1
brain cancer,,1
cradle cap,1
interstitial nephritis,,1
megaloblastic anemia,,1
cerebellar ataxia.,1
allergic asthma,,1
allergic asthma.,1
breast cancer;,1
tick infestation,,1
testicular germ cell cancer,1
liver disease;,1
atrial fibrillation,,1
primary biliary cirrhosis,1
congestive heart failure.,1
amyotrophic lateral sclerosis,,1
kidney hypertrophy,,1
rectum cancer,1
thyroid cancer.,1
inguinal hernia,,1
infective endocarditis,1
strabismus,1
ancylostomiasis,1
gastrointestinal cancer,1
gestational hypertension?,1
irritant contact dermatitis,1
acute tubular necrosis,1
varicose veins,,1
neonatal jaundice.,1
hepatic encephalopathy,1
personality disorder,,1
pulmonary embolism.,1
mental disorder,1
rheumatoid arthritis;,1
bubonic plague,1
sialadenitis,1
cystic fibrosis.,1
otitis media,,1
otitis media.,1
sleeping sickness,,1
glucose intolerance.,1
aphthous stomatitis,1
scurvy,1
post-thrombotic syndrome,,1
lymphosarcoma,1
cerebral malaria,1
substance abuse,,1
focal segmental glomerulosclerosis,1
renal cell carcinoma.,1
lobular carcinoma in situ,1
pyomyositis,1
mouth disease.,1
hypopyon,1
lysosomal storage disease,1
anorexia nervosa,,1
denture stomatitis,1
chronic venous insufficiency,1
cardiac arrest,1
prostate disease,1
bile duct cancer.,1
stomach cancer,,1
follicular lymphoma,1
cough variant asthma,1
stomach cancer.,1
glucose-6-phosphate dehydrogenase deficiency.,1
erythema multiforme,1
temporal lobe epilepsy,,1
beriberi,1
synovitis,1
head and neck cancer,,1
oligodendroglioma,1
azoospermia,1
cryptococcosis,1
cutaneous leishmaniasis;,1
muscular dystrophy,1
intestinal cancer.,1
histoplasmosis,1
cutaneous leishmaniasis.,1
myeloid leukemia;,1
western equine encephalitis,1
chronic kidney disease.,1
anxiety disorder,,1
gastric ulcer.,1
dry eye syndrome,,1
thyrotoxicosis,1
endometritis,1
hyperprolactinaemia,1
superficial mycosis,1
bipolar disorder,1
generalized anxiety disorder,1
hemolytic anemia.,1
mantle cell lymphoma,1
interstitial cystitis,1
lymphedema,1
myeloid leukemia,,1
aphthous stomatitis.,1
localized scleroderma,1
episodic ataxia,,1
cardiac arrest,,1
aphthous stomatitis;,1
cardiac arrest.,1
necrotizing enterocolitis.,1
gastrointestinal stromal tumor,,1
urethritis,1
avian influenza,,1
acute promyelocytic leukemia.,1
idiopathic pulmonary fibrosis.,1
suppurative otitis media.,1
psoriatic arthritis,,1
viral disease,,1
neutropenia,1
neurogenic bladder,,1
folliculitis,1
toxic megacolon,,1
carbuncle,1
idiopathic pulmonary fibrosis,,1
attention deficit hyperactivity disorder,,1
larynx cancer,1
bladder cancer.,1
mastocytoma,1
bladder cancer,,1
visceral leishmaniasis.,1
multiple sclerosis.,1
diabetic angiopathy,,1
bacterial pneumonia,1
esophageal candidiasis,1
tinea capitis,,1
suppurative otitis media,1
major depressive disorder.,1
acute myeloid leukemia;,1
neuromuscular disease,,1
acute pancreatitis,,1
hydronephrosis,1
mucocutaneous leishmaniasis;,1
gestational hypertension,1
breast carcinoma in situ,1
autoimmune hepatitis,,1
peripheral artery disease,,1
sexual dysfunction.,1
myoma,1
optic atrophy,1
post-traumatic stress disorder,,1
mental depression,,1
post-traumatic stress disorder.,1
reactive arthritis,,1
reactive arthritis,1
cerebellar ataxia,1
tinea nigra,1
bacterial vaginosis,,1
leukodystrophy,1
astrocytoma,1
post-thrombotic syndrome,1
bacterial pneumonia.,1
sclerosing cholangitis.,1
amenorrhoea,1
bone disease,1
retrograde amnesia,1
cannabis dependence,1
acne vulgaris.,1
skin melanoma.,1
agranulocytosis,1
brucellosis,1
pericardial effusion,,1
esophageal candidiasis,,1
hand, foot, and mouth disease.,1
bile duct cancer,1
pulmonary hypertension,,1
duodenal ulcer,,1
pulmonary hypertension.,1
peripheral neuropathy,,1
retinal detachment,1
biliary tract cancer,1
ptosis,1
inguinal hernia,1
allergic contact dermatitis.,1
metabolic acidosis,1
ovarian disease,1
chronic fatigue syndrome.,1
intussusception,1
cholecystitis,1
pulmonary emphysema.,1
aortitis,1
spondylitis,1
pityriasis versicolor,1
spinal muscular atrophy,,1
renal tubular acidosis,1
leukoplakia,1
yaws,1
microcephaly,1
mental disorder,,1
polyneuropathy,1
pyoderma,1
kidney cancer,,1
urticaria,1
corneal neovascularization,1
chronic fatigue syndrome,1
parasitic disease,,1
metabolic acidosis,,1
