,parsed,has_terms,weight,sentences,entities,labels,position_start,position_end,sentence_has_terms
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5324201\sections\2_back\2_ack.xml," Acknowledgements  The authors would like to thank Bangladesh Council of Scientific and Industrial Research for laboratory facilities and awarding the Dr. Qudrat-i-Khuda doctoral fellowship to the first author of this research work.   Funding  Not applicable.    Availability of data and materials  The datasets generated and/or analysed during the current study are available from the corresponding author on reasonable request.    Authors’ contributions  MMS-e-In carried out hydro distillation of the essential oils, analysis fatty acid composition, antioxidant and cytotoxic assays and also made substantial contribution acquisition of data, analysis and drafted the manuscript. NS involved in the interpretation of the results and in the final revision of the work. MMR and MNHB acquired and analyzed the GC-MS data. MAA conducted the elemental assays. MNH played a major role in the experimental procedures of the antibacterial and antifungal activities. MMR performed the amino acid analysis. SKR designed the study and participated in plant selection and collection, thermal analyses and correction of the manuscript. MRI supervised the work, evaluated the results and corrected the manuscript for publication. All authors read and approved the final manuscript.    Competing interests  The authors declare that they have no competing interests.    Consent for publication  Not applicable.    Ethics approval and consent to participate  Not applicable.  ","['fellowship', 'contribution']",2,"['The authors would like to thank Bangladesh Council of Scientific and Industrial Research for laboratory facilities and awarding the Dr. Qudrat-i-Khuda doctoral fellowship to the first author of this research work.', 'Authors’ contributions  MMS-e-In carried out hydro distillation of the essential oils, analysis fatty acid composition, antioxidant and cytotoxic assays and also made substantial contribution acquisition of data, analysis and drafted the manuscript.']","[[Bangladesh Council of Scientific, Industrial Research], []]","[['ORG', 'ORG'], []]","[[32, 69], []]","[[64, 88], []]","[['fellowship'], ['contribution']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5330108\sections\1_body\4_conclusion\2_financial_support_and_spo\0_title.xml,Financial support and sponsorship,['Financial support'],1,['Financial support and sponsorship'],[[]],[[]],[[]],[[]],[['Financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5344628\sections\2_back\0_ack.xml," Acknowledgments  The research leading to these results was funded by the Romanian EEA Research Programme operated by MEN under the EEA Financial Mechanism 2009–2014, project contract No. 1SEE/2014. We also thank the Norwegian Research council for its financial support, and Bioing. A. Diaconu for the DLS measurements. ","['also thank', 'financial support']",2,"['We also thank the Norwegian Research council for its financial support, and Bioing.']",[[the Norwegian Research]],[['ORG']],[[14]],[[36]],"[['also thank', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5393100\sections\1_body\4_conclusion\2_financial_support_and_spo\0_title.xml,Financial support and sponsorship,['Financial support'],1,['Financial support and sponsorship'],[[]],[[]],[[]],[[]],[['Financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5393100\sections\1_body\5_authors’_contribution\0_title.xml,AUTHORS’ CONTRIBUTION,['CONTRIBUTION'],1,['AUTHORS’ CONTRIBUTION'],[[]],[[]],[[]],[[]],[['CONTRIBUTION']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5411863\sections\2_back\1_ref-list\19_ref.xml, 19     Sağıroğlu  M    Duman  H    Ferula parva Freyn & Bornm. (Apiaceae) A contribution to an Enigmatic Species from Turkey  Turk. J. Bot  2006  30  399  404  ,['contribution'],1,['(Apiaceae) A contribution to an Enigmatic Species from Turkey'],"[[Apiaceae, Turkey]]","[['ORG', 'GPE']]","[[1, 55]]","[[9, 61]]",[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5412227\sections\2_back\0_ack.xml," Acknowledgements  We are grateful to the Borujerd Branch, Islamic Azad University for financial support for this work. Mrs. Rashidipour is acknowledged for her kind cooperation. ","['grateful', 'financial support']",2,"['We are grateful to the Borujerd Branch, Islamic Azad University for financial support for this work.']",[[Islamic Azad University]],[['ORG']],[[40]],[[63]],"[['grateful', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5426739\sections\1_body\0_introduction\1_p.xml," Oils and fats have important roles in cooking, frying and salad dressings or in food formulations; they make an important contribution to our diet and our health. Omega-3 (ω  3 ) fatty acids such as linolenic acid, and omega-6 (ω  6 ) fatty acids such as linoleic acid, are essential fatty acids; thus, they must be supplied through foods. Today, most of the oils consumed in our daily diet such as corn, sunflower, rice bran and grape seed oils have a high amount of ω  6 fatty acids and therefore, lead to ω  6 :ω  3  ratio increases ranging from 8-12:1; however, this ratio should be 4:1.   1  ",['contribution'],1,"['Oils and fats have important roles in cooking, frying and salad dressings or in food formulations; they make an important contribution to our diet and our health.']",[[]],[[]],[[]],[[]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5427463\sections\1_body\2_results_and_discussion\2_antioxidant_activity_of_s\1_p.xml,"The IC  50  values (the concentration reducing 50 % of DPPH) obtained for scavenging activity on DPPH radical are shown in Table 2  (Tab. 2) . According to the recorded results, SoEO exhibited a good antioxidant power with an IC  50  of 6.7 mg/mL but relatively lower than the synthetic antioxidant BHT used as positive control (IC  50  = 3.2 µg/mL). The reducing power and the inhibition of linoleic acid peroxidation of SoEO showed a mild to moderate activity compared to the positive controls (Table 2  (Tab. 2) ). It seems that the antioxidant activity of sage oil is due to the presence of monoterpenes such as α-pinene, a known potent antioxidant (Wang et al., 2008[  56 ]) and several sesquiterpenes (Tamil Selvi et al., 2015[  52 ]) and it is assumed that the contribution of minor and major compounds exhibited this activity and not only one or few active molecules (Wang et al., 2008[  56 ]). ",['contribution'],1,"['[  56 ]) and several sesquiterpenes (Tamil Selvi et al., 2015[  52 ]) and it is assumed that the contribution of minor and major compounds exhibited this activity and not only one or few active molecules (Wang et al., 2008']",[[Tamil Selvi]],[['GPE']],[[37]],[[48]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5448358\sections\2_back\0_ack.xml, Acknowledgments  We express our greatest appreciation to the French cooperation at Congo and to Marien Ngouabi University of Brazzaville (Congo) for financial support. ,['financial support'],1,['We express our greatest appreciation to the French cooperation at Congo and to Marien Ngouabi University of Brazzaville (Congo) for financial support.'],"[[Congo, Marien Ngouabi University of Brazzaville, Congo]]","[['GPE', 'ORG', 'GPE']]","[[66, 79, 121]]","[[71, 119, 126]]",[['financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5454990\sections\2_back\0_ack.xml, Acknowledgments  The authors are grateful to CNPq-Programa “Ciências sem fronteiras” (Grant No. 233761/2014-4) for financial support. ,"['grateful', 'financial support']",2,['The authors are grateful to CNPq-Programa “Ciências sem fronteiras” (Grant No. 233761/2014-4) for financial support.'],[[]],[[]],[[]],[[]],"[['grateful', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5486035\sections\2_back\0_ack.xml, Acknowledgments  The authors’ research funds covered the cost of the study and open access fee. ,['funds'],1,['The authors’ research funds covered the cost of the study and open access fee.'],[[]],[[]],[[]],[[]],[['funds']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5497343\sections\2_back\0_ack.xml, Acknowledgements  We would like to acknowledge South Africa National Research Foundation (NRF) for Funding this research and the University of Fort Hare for providing conducive environment.   Funding  The author’s are grateful to National Research Foundation for financing the project.    Availability of data and materials  All data were provided in the paper.  ,"['for providing', 'grateful']",2,"['We would like to acknowledge South Africa National Research Foundation (NRF) for Funding this research and the University of Fort Hare for providing conducive environment.', 'The author’s are grateful to National Research Foundation for financing the project.']","[[South Africa National Research Foundation, NRF, the University of Fort Hare], [National Research Foundation]]","[['ORG', 'ORG', 'ORG'], ['ORG']]","[[29, 72, 107], [29]]","[[70, 75, 134], [57]]","[['for providing'], ['grateful']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5507808\sections\2_back\0_ack.xml, Acknowledgements  The authors are grateful to the Food Engineering Technology Department of Polytechnic School of Abomey- Calavi University (UAC) for their financial support. They also like to thank Ariane AGOSSOU for her technical assistance. ,"['grateful', 'financial support', 'technical assistance']",3,"['The authors are grateful to the Food Engineering Technology Department of Polytechnic School of Abomey- Calavi University (UAC) for their financial support.', 'They also like to thank Ariane AGOSSOU for her technical assistance.']","[[the Food Engineering Technology Department of Polytechnic School of Abomey- Calavi University, UAC], []]","[['ORG', 'ORG'], []]","[[28, 123], []]","[[121, 126], []]","[['grateful', 'financial support'], ['technical assistance']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5524814\sections\2_back\0_ack.xml, The authors are grateful to the help of Fundación Maria Francisca de Roviralta for the acquisition of laboratory equipment. ,['grateful'],1,['The authors are grateful to the help of Fundación Maria Francisca de Roviralta for the acquisition of laboratory equipment.'],[[]],[[]],[[]],[[]],[['grateful']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5524814\sections\2_back\1_fn-group.xml,"   Funding.  This work had the financial support through the     Borsa d'Estudi Països Catalans  of the Institute for Catalan Studies to VM, and the financial support from an ERASMUS Internship (FsTRASBO48) to EH.    ","['financial support', 'financial support']",2,"[""This work had the financial support through the     Borsa d'Estudi Països Catalans  of the Institute for Catalan Studies to VM, and the financial support from an ERASMUS Internship (FsTRASBO48) to EH.""]","[[the Institute for Catalan Studies, an ERASMUS Internship]]","[['ORG', 'ORG']]","[[87, 159]]","[[120, 180]]","[['financial support', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5524814\sections\2_back\3_ref-list\29_ref.xml,"    Martínez-Francés  V.    Hahn  E.    Juan-Vicedo  J.    Vila  R.    Ríos  S.    Cañigueral  S.    (   2012 ).    Ethnobotanical study of the sages used in traditional Valencian medicine and their essential oils: characterization of an endemic     Salvia  and its contribution to local development   .    Contrib. Sci.  8 ,    77 –   84 .    10.2436/20.7010.01.137  ",['contribution'],1,['Ethnobotanical study of the sages used in traditional Valencian medicine and their essential oils: characterization of an endemic     Salvia  and its contribution to local development   .'],[[]],[[]],[[]],[[]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5527698\sections\1_body\3_discussion\10_financial_support_and_spo\0_title.xml,Financial support and sponsorship,['Financial support'],1,['Financial support and sponsorship'],[[]],[[]],[[]],[[]],[['Financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5535876\sections\1_body\10_special_session_“benefits\26_overview_on_the_consumers\2_p.xml,"The consumption of argan oil beyond the Moroccan grounds is notable in dietetics and cosmetic. The question remains to know if the users have a real knowledge of the benefits of this oil on the health and how they reach related information. Curious to know which would be the social and economic challenges of argan oil benefits on health according to the French populations, we questioned 403 people of «Drôme-Ardèche» in Rhône-Alpes area in France; this includes 142 faithful customers of “stores organic” and “rays organic” in (8) supermarkets, 6 dieticians, 2 nutritionists, 3 estheticians, 100 customers of (15) dietetics offices and 150 customers of (6) wellness centers. This reveals that 65% of the consumers are women (any sector confused). 80% of surveyed consume argan oil in alternation with olive oil according to their dietician recommendations. Among 80%, the rate of the diabetics ones is 40% with 5% of children and 5% of teenagers, 14% of women and 16% of men; 25%, fight obesity and 15% have or tend towards an overload ponderal. The 40% others are in diet because suffer from cancer, 20% suffer celiac diseases, 10% suffer from the gastric diseases and 10% have a structured lifestyle and intended to say “good” of argan oil. The dieticians and nutritionists note the contribution of this oil on health: “anti-oxidant”, “cholesterol fights”, etc except that they do not express themselves on the uses of this oil in curative or preventive therapies. In cosmetic, the users and estheticians note the concrete results on the skin and the hairs. In centers of wellness, argan oil is used as an oil of massage. In conclusion, argan oil is often considered as miracle oil able to do everything. A collaboration between scientists, communicating researchers and professionals would help to collect information on the benefits of this oil. ",['contribution'],1,"['The dieticians and nutritionists note the contribution of this oil on health: “anti-oxidant”, “cholesterol fights”, etc except that they do not express themselves on the uses of this oil in curative or preventive therapies.']",[[]],[[]],[[]],[[]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5535876\sections\1_body\10_special_session_“benefits\5_functional_composition_an\2_p.xml,"The aim of this study was to determine the functional composition and biological activities of some date fruit varieties that are unknown to the general public, but highly appreciated by the local populations of oases these varieties are locally known as   Boufgous, Bouskri, Bousrdon, Bousthammi, Jihl  and   Majhoul . Sucrose was the main sugar in   Bouskri  unlike other varieties which contain fructose and glucose in high amount.   Bouskri  contains the highest amount of pyridoxine and   Majhoul  possesses the highest amount niacin and riboflavin. Among analyzed cultivars,   Bousthammi  contains the highest amount of magnesium and manganese and has iron seven times more than   Jihl  cultivars, which contains a high amount of calcium and copper. The highest amount of zinc was found in   Najda  while the highest amount of potassium was detected in   Bouskri . Significant difference in antioxidant activity was observed between analyzed varieties. The highest antioxidant activity was observed in both   Bousrdoun  and   Jihl  which contained the highest amount of phenolic and flavonoids content. Gallic, Ferulic, Caffeic acids and Rutin were the most dominant among analysed polyphenolic compounds and the highest amount of these compounds were observed in   Jihl  and   Bousrdoun.  Regarding the anti-inflammatory activity and based on the results of three in vitro assays and two in vivo assays,   Bousrdoun  and   Jihl  exhibited the highest anti-inflammatory effect. Moderate antibacterial activity was observed in all studied varieties except Bouskri and Majhoul which didn’t show no antibacterial effect against the six bacterial strains.   Bousrdon  and   Jihl  were found to be more potent against these bacterial strains. These differences in chemical composition and biological activity suggest that date fruit is an extensive domain hence the size should not be the only character that should be used to choose the variety but also its composition and their biological activities. ",['appreciated'],1,"['The aim of this study was to determine the functional composition and biological activities of some date fruit varieties that are unknown to the general public, but highly appreciated by the local populations of oases these varieties are locally known as']",[[]],[[]],[[]],[[]],[['appreciated']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5535876\sections\1_body\11_the_following_abstracts_w\27_contribution_to_the_study\1_title.xml,Contribution to the Study of the Antioxidant Activity of Beeswax,['Contribution'],1,['Contribution to the Study of the Antioxidant Activity of Beeswax'],[[]],[[]],[[]],[[]],[['Contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5535876\sections\1_body\11_the_following_abstracts_w\7_contribution_to_the_study\1_title.xml,Contribution to the Study of the Conservative Effect of Certain Aromatic Plants Used as an Additive in the Paste of Dates,['Contribution'],1,['Contribution to the Study of the Conservative Effect of Certain Aromatic Plants Used as an Additive in the Paste of Dates'],[[]],[[]],[[]],[[]],[['Contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5535876\sections\1_body\11_the_following_abstracts_w\8_contribution_to_the_study\1_title.xml,Contribution to the Study of the Antioxidant and Antibacterial Activity of Traditional Midelt’s Vinegar,['Contribution'],1,['Contribution to the Study of the Antioxidant and Antibacterial Activity of Traditional Midelt’s Vinegar'],[[]],[[]],[[]],[[]],[['Contribution']]
