targetOrganisms
Mycobacterium africanum
Mycobacterium bovis
Mycobacterium canetti
Microsporum canis
Musca domestica
Monilinia fructicola
Monilinia fructigena
Malassezia furfur
Microsporum gypseum
Micrococcus lysodeikticus
Malassezia sympodialis
Mycobacterium tuberculosis
Macrophomina phaseol
Macrophomina phaseolina
Maycobacterium tuberculosis
Meyerozyma guilliermondii
Micrococcus flavus
Micrococcus luteus
Micrococcus sp.
Mircrosporum canis
Monilinia laxa
Moraxella catarrhalis
Mucor circinelloides f. lusitanicus
Mucor ramannianus
Mucor sp.
Mycobacterium smegmatis
Mycobacteriun avium sbsp. paratuberculosis
Myzus persicae
Neisseria gonorrhea
Nicotiana glauca Graham
Nitrospirae
Oryza sativa
Oryzaephilus surinamensis
Pseudomonas aeruginosa
Paenibacillus alvei
Paenibacillus dendritiformis
Penicillium expansum
Pseudomonas fluorescens
Pseudomonas lachrymans
Purpureocillium lilacinum
Pseudomonas marginalis
Proteus mirabilis
Penicillium ochrochloron
Pieris oleracea
Pseudomonas putida
Penicillium verrucosum
Penicillium viridicatum
Padina pavonica
Paracoccidioides brasiliensis
Parthenium hysterophorus
Pectobacterium atrosepticum
Pectobacterium carotovorum subsp. carotovorum
pediococcus acidilactici
Pedobacter composti
Penicillium
Penicillium brevicompactum
Penicillium chrysogenum
Penicillium citrinum
Penicillium corylophilum
Penicillium digitatum
Penicillium digitatum Sacc.
Penicillium funiculosum
Penicillium griseofulvum
Penicillium italicum
Penicillium italicum Wehmer
Penicillium simplicissimum
Penicillium sp.
Penicillium verrucosum var. cyclopium
Phaffia rhodozyma
Phanerochaete chrysosporium
Phlebia radiate
Phlyctema vagabunda
Phomopsis asparagi
Phytophthora infestans
pidermophyton floccosum
Planctomyces
Planococcus maritimus
Plasmodium falciparum
Plesiomonas shigelloides
Pleurotus ostreaus
Plutella xylustella
Podisus maculiventris
Podisus nigrispinus
Polygonum aviculare
Porphyromonas gingivalis
Portulaca oleracea
Prevotella intermedia
Prevotella ruminicola
Prevotella spp.
Propionibacterium acnes
Proteobacteria
Proteus merabilis
Proteus mirabils
Proteus morganii
Proteus sp.
Proteus vulgaris
Prototheca zopfii
Providencia rettigeri
Providencia vermicola
Pseudomonas
Pseudomonas caeni
Pseudomonas fluorescence
Pseudomonas fragi
Pseudomonas mendocina
Pseudomonas pseudoalcaligenes
Pseudomonas savastanoi
Pseudomonas sp.
Pseudomonas stutzeri
Pseudomonas syringae
Pseudomonas syringae pv. tomato
Pseudomonas testosterone
Pseudoophonus rufipes
Pseudozyma aphidis
Pseudozyma rugulosa
Pycnoporus cinnarbarinus
Pyricularia oryzae
Ralstonia eutropha
Renilla reniformis
Rhipicephalus annulatus
Rhipicephalus microplus
Rhipicephalus sanguineus
Rhizoctonia solani
Rhizophagous irregularis
Rhizophus spp.
Rhizopus oryzae
Rhizopus sp.
Rhizopus stolonifer
Rhizopus stolonoifer
Rhodosporidium spp.
Rhodosporidium toruloides
Rhodotorula glutinis
Rhodotorula mucilaginosa
Rhodotorula toruloides
Rhyzopertha dominica
Rumex crispus
Ruminococcus albus
Ruminococcus flavefaciens
Staphylococcus aureus
Saccharomyces cerevisiae
Salmonella enterica
Salmonella enteritidis
Staphylococcus epidermidis
Spodoptera frugiperda
Salvia indica
Schistosoma mansoni
Serratia marcescens
Streptococcus mitis
Streptococcus mutans
Streptococcus pneumoniae
Streptococcus pyogenes
Streptococcus salivarius
Salmonella typhimurium
Saccharomyces spp.
Sacharomyces cerevaceae
Salmonella
Salmonella arizonae
Salmonella choleraesuis
Salmonella enterica ser. Aboni
Salmonella enterica ser. Enteritidis
Salmonella enterica ser. Typhi
Salmonella enterica ser. Typhimurium
Salmonella enterica subsp.
Salmonella entericа
Salmonella infantis
Salmonella paratyphi
Salmonella paratyphi A
Salmonella paratyphy
Salmonella ser. Enteritidis
Salmonella ser. Typhimurium
Salmonella sp.
Salmonella typhi
Salmonella typhimirium
Salmonella typhymurium
Saprolegnia parasitica
Sarcina lutea
Scheffersomyces stipitis
Sclerotinia sclerotiorum
Sclerotium rolfsii
Scopulariopsis brevicaulis
Selenomonas ruminantium
Septoria glycine
Septoriella
Serratia
Shewanella putrefaciens
Shigella boydii
Shigella dysenteriae
Shigella flexenerii
Shigella flexneri
Shigella sonnei
Sitophilus granarius
Sitophilus oryzae
Sitophilus oryzae L.
Sitophilus zeamais
Solanum lycopersicum L.
Sparus aurata
Sphingobacterium
Sphingobium fontiphilum
Sphingobium xenophagum
Spirochaetes
Spodoptera exigua
Spodoptera littoralis
Stachybotrys chartarum
Staph. aureus
Staphyloccocus aureus
Staphylococcus albus
Staphylococcus aureus. Pseudomonas aeruginosa
Staphylococcus epidermis
Staphylococcus haemolyticus
Staphylococcus lugdunensis
Staphylococcus pseudointermedius
Staphylococcus spp.
Stenothrophomonas
Stenotrophomonas maltophilia
Streptococci spp.
Streptococcus agalactiae
Streptococcus faecalis
Streptococcus infantarius
Streptococcus iniae
Streptococcus pyogen
Streptococcus sanguinis
Streptococcus sanguis
Streptococcus sobrinus
Streptococcus spp.
Streptococcus typhimurium
Streptococcus uberis
Streptococcus viridans
Subtercola frigoramans
Supella longipalpa
swine spermatozoa
Synergistetes
Trichophyton mentagrophytes
Trichophyton rubrum
Trichophyton verrucosum
Taonia atomaria
Tenebrio molitor
Tetracoccus sp.
Tetranychus cinnabarinus
Tetranychus urticae
Thermotogae
Tiarosporella phaseolina
Torulopsis apicola
Torulopsis petrophilum
Trametes versicolor
Triathoma rubida
Tribolium castaneum
Tribolium confusum
Trichoderma longibrachiatum
Trichoderma sp.
Trichoderma viride
Trichophyton interdigitale
Tricoconis padwickii
Trypanosoma brucei
Trypanosoma brucei brucei
Ustilago maydis
Vibrio alginolyticus
Vibrio cholerae
Vagococcus fluvialis
Varroa jacobsoni
Vibrio mimicus
Vibrio parahaemolyticus
Vibrio vulnificus
Venturia
Verticillium dahliae
Vibrio parahemolyticus
Vibrio spp.
Vigna unguiculata
Villosiclava virens
Watermelon fusarium
Xanthomonas campestris
Xanthomonas vesicatoria
Xanthomonas campestris pv. campestris
Yarrowia Lipolytica
Yersinia enterocolitica
Zymomonas mobilis
