"Index","URL","Text","Sentiment"
"8337","http://www.imdb.com/title/tt0110099/usercomments","Being a big fan of the romantic comedy genre, and therefore having seen a large number of these films, it is rare that one strikes me as totally unique. For that matter, it is equally rare that I am gasping for breath through the laughter during several scenes. The love story is a little thin on the ground, but I'd say that's probably for the best, as this romantic comedy has the emphasis firmly on comedy, and in any case it stretches the bounds of credibility just a little more than I like most rom com's to do. The four scientists provided some of the funniest moments not just in this film, but in any film I've seen in a long while. I hesitated for the briefest of moments before finally choosing a 10 over a 9 as a rating, as I believe that far too many people use it indiscriminately, and therefore the maximum rating loses some of its impact. I'm also a big Meg Ryan fan, which helps, but this is one of the few films I've seen in which I'd say she is comprehensively overshadowed. She and Tim Robbins are cast as the leads, but for me play second fiddle to the antics of the bumbling intellectuals. A genuine laugh-out-loud type film.Being a big fan of the romantic comedy genre, and therefore having seen a large number of these films, it is rare that one strikes me as totally unique.","POS"
"11217","http://www.imdb.com/title/tt0098492/usercomments","Being an otaku since the days of Robotech, I can still say that Gunbuster is one of my favorite animes of all time. Considering when it was made, the animation is of superior quality. There are no loops and sequences in which the art decreases in quality. Although the final episode is in black and white, it does not detract from the enjoyment of watching the film. Although it has been described as being sappy, it should be kept in mind that females do not react in the same way that males do. Since the main character is a female, it should be obvious that she does not necessarily need to resort to macho-man tactics in order to gain the respect of her peers. The seiryuu for Noriko, incidentally, also plays Akane in Ranma 1/2. Noriko is as 3-dimensional a cartoon can get; her personality captures the essence of a spirited girl who seems at first to be completely helpless but in the end succeeds through the strength of her will. The only complaint I have is that the mecha looked somewhat like teddy bears. Even the Gunbuster utilizes a rather dubious Homing Laser and Buster Shield (which is nothing more than having the machine wrap a giant velvety cloak around itself in true Dracula style) technique. I doubt that scene was meant to be funny, but it cracked me up. Yet all in all, I would rank Gunbuster in the top 20 anime of all time.Being an otaku since the days of Robotech, I can still say that Gunbuster is one of my favorite animes of all time.","POS"
"12389","http://www.imdb.com/title/tt0076683/usercomments","Bored with the normal, run-of-the-mill staple films to watch this Halloween that I've seen over and over again, I took a chance on The Sentinel, hoping it could get my horror juices flowing again. Mind you, I had just come back from seeing the Dark Castle remake of The House on Haunted Hill - complete and utter crap. Thankfully, The Sentinel BLEW ME AWAY! In a riviting story about a model who moves into a creepy building in Brooklyn Hights, the film offered everything that I hope to find in a good movie - (1) Campy and fantasically juicy characters, exchanges and dialogue, including hilaraious turns by Christopher Walken, Jeff Goldblum and especially, Martin Balsam, as an absent minded professor - (2) Horrifying Terror! Not to give a frame away, but there are scenes in this film that chilled me to my pancreas - (3) Fantastic gore, terrific make-up and wacky (if very uneven) direction from Michael Winner, which flows rather nicely with this unreal treat. If you loved Evil Dead 2, Dead Alive and Deep Rising - this will be your queen of favourites. Just to emphasize my love for this film - after I watched it for the first time, jaw-dropped, I rewound it and watched it again. It is now one of favourites of all time. Do yourself a favour and check it out!Bored with the normal, run-of-the-mill staple films to watch this Halloween that I've seen over and over again, I took a chance on The Sentinel, hoping it could get my horror juices flowing again.","POS"
"1212","http://www.imdb.com/title/tt0090799/usercomments","Care Bears Movie 2: A New Generation isn't at all a bad movie. In fact, I like it very much. Yes I admit the dialogue is corny and the story is a bit poorly told at times. But Darkheart, while very very dark is a convincing enough shape shifting villain, and Hadley Kay did a superb job voicing him. Speaking of the voice acting, it was great, nothing wrong with it whatsoever. The animation is colourful, and some of the visuals particularly at the beginning were breathtaking. The songs and score are lovely, especially Growing Up and Forever Young, the latter has always been my personal favourite of the two. The care bears, who I do like, are adorable, and the human children are well done too. And the ending is a real tearjerker. All in all, harmless kiddie fun. 8/10 Bethany CoxCare Bears Movie 2: A New Generation isn't at all a bad movie.","POS"
"5272","http://www.imdb.com/title/tt0092615/usercomments","Deodato brings us some mildly shocking moments and a movie that doesn't take itself too seriously. Absolutely a classic in it's own particular kind of way. This movie provides a refreshingly different look at barbarians. If you get a chance to see this movie do so. You'll definitely have a smile on your face most of the time. Not because it's funny or anything mundane like that but because it's so bad it goes out the other way and becomes good, though maybe not clean, fun.Deodato brings us some mildly shocking moments and a movie that doesn't take itself too seriously.","POS"
"9536","http://www.imdb.com/title/tt0820111/usercomments","Deranged and graphically gory Japanese film about little beings taking people over and turning them into necroborg-zombie like machines- which beat and hack each other apart so that the winner can eat the loser. In the middle of this a pair of lovers become infected.Technically superb horror comedy(?) is only for those with strong stomachs as blood and body parts go flying. Good taste prevents me from describing what happens here, but lets just say its pretty gruesome. If you like this sort of thing with form several steps above slender content by all means see this film. Personally I'm not normally one to enjoy films like this on anything but the how sick and twisted do they go level. Here I was intrigued enough that I can suggest it to people I know who like really gory movies.. Its also a film with enough going on in the details that I want to see it again since now that I know what was going on-as revealed in the end-I want to go back and see what it was I didn't catch on to. There is an internal logic rare in these films.7ish out of 10 for those who like blood and severed limbs, its a zero or more precisely a run and hide alert for everyone else.Deranged and graphically gory Japanese film about little beings taking people over and turning them into necroborg-zombie like machines- which beat and hack each other apart so that the winner can eat the loser.","POS"
"11782","http://www.imdb.com/title/tt0475043/usercomments","Don't know if this contains any spoilers or not, but I don't want to risk being blacklisted until the year 3462.I disagree entirely with the viewer comments that have described *Guns, Germs and Steel* as politically correct and neo-Marxist. They cannot have watched the same series that *I* did.The series *I* watched depicted the history of European colonisation in the Americas and southern Africa with no particular inaccuracies. I saw nothing in the series that portrayed Europeans as bad people who happened to be lucky, though Europeans often *were* lucky - and there's nothing wrong with luck. Neither did I see native peoples portrayed as poor little innocent things. If anything, the Inca was rather arrogant - as you would expect any leader would be when dealing with foreigners, if his country has not been conquered in living memory by any other world power. I certainly saw nothing that could be construed as Marxist or Neo-Marxist, except by the most incredibly elastic of imaginations.Otherwise, many African peoples *do* have a built-in immunity to malaria and other tropical diseases that Europeans lack. At the time they were at the height of their successes, the Aztec, Maya and Inca civilisations *were* as advanced as any other in the world - and as wealthy; sometimes more so. Aboriginal American and Khoi-San populations *were* decimated by smallpox and other diseases introduced by Europeans; just as European colonists were decimated by tropical diseases like malaria. (NOTE: The Khoi-San peoples are completely different from all other sub-Saharan African peoples.) So, I don't see what some of the other commentators are complaining about. The only thing *I* can find to complain about is that the series doesn't tell me anything I did not know by the time I finished seventh grade. There's really nothing new in the way of historical information in this film. It does, however, present some nice dramatisations of events, such as the conquest of the Incas; the production values are very high; and it fills in a few holes here and there that didn't get covered in Mrs. Gruber's Sixth Hour Social Studies Class at Milan Middle School.If you rent or buy this, assuming you had a decent primary and/or secondary school education, you won't learn anything new, but you will have an enjoyable and entertaining time reviewing what you already learned (or should have learned) by the time you hit high school.Don't know if this contains any spoilers or not, but I don't want to risk being blacklisted until the year 3462.<br","POS"
"11469","http://www.imdb.com/title/tt0365960/usercomments","Everyone knows about this ''Zero Day'' event. What I think this movie did that Elephant did not is that they made us see how these guys were. They showed their life for about a year. Throughout the movie we get to like them, to laugh with them even though we totally know what they're gonna do. And THAT gives me the chills. Cause I felt guilty to be cheered by their comments, and I just thought Cal was a sweet guy. Even though I KNEW what was gonna happen you know? Even at the end of the movie when they were about to commit suicide and just deciding if they did it on the count of 3 or 4 I thought this was funny but still I was horrified to see their heads blown off. Of course I was. I got to like them. They were wicked, maybe, but I felt like they were really normal guys, that they didn't really realize it. But I knew they were.That's, IMO, the main force of this movie. It makes us realize that our friends, or relatives, or anyone, can be planning something crazy, and that we won't even notice it. This movie, as good as it was, made me feel bad. And that's why I can't go to sleep right now. There's still this little feeling in my stomach. Butterflies.Everyone knows about this ''Zero Day'' event.","POS"
"9228","http://www.imdb.com/title/tt0071507/usercomments","Expecting to see another Nunsploitation movie with a mean Mother Superior abusing and torturing her charges, Flavia turned out to be MUCH more than I had anticipated.It actually has a feminist storyline, though I don't think such a term existed in the era in which the movie is set. It certainly wasn't practiced. Women (and the Jews and the poor) are very downtrodden and locked into menial spots in society. Throughout the story, Sister Flavia (Florinda Bolkan) witnesses the tyranny of her time until she just can't sit there any longer and actually does something about it, albeit with disastrous results.The pre-credit sequence has Flavia as a young adolescent near a battlefield. She sees an injured evil Muslim soldier (one of the few still alive) and tries to assist him. Before she can, her hate-filled father beheads the soldier and waves his head in her face (great family dynamics, huh?). After this, her father forces her to join a convent where she witnesses even more injustice. Though scenes do involve violence, rape and nuns, I would consider this more of a historical drama than Nunsploitation. Indeed, many of the ingredients for a trashy exploitation piece are there, but the acting, camera-work, storyline and music are too good to keep it down in that level. Most nun films I've seen usually have the basic premise of: A good girl somehow winds up in a convent, where the Mother Superior is a supreme bitch that likes to whip people and/or make their lives a living hell.Flavia spends much of the first part of he movie passively questioning all of the atrocities happening around her. Much of her passivity is forgotten when she becomes acquainted with the strong-spirited (but slightly loony- she likes to pee outside like me, but it's a lot easier for guys) Sister Agatha. When a group of Muslims attack their abbey, Flavia and Agatha do not cower in fear like the other nuns. Their attackers actually function as their liberators (of the cruelty and near-slavery of the abbey). In fact, it is a Christian, not a Muslim invader, that impales dear Sister Agatha. It is Agatha's death that sends Flavia on her violent crusade against those who have oppressed her... Her father treats her like dirt. Her Muslim lover deserts her at a very inopportune time. I don't want to give out too much of the rest of the story, but be prepared to be shocked, devastated and saddened at the conclusion. This is a great film, so don't be put off by its (undeserved) reputation as a trash epic. Plus, how on Earth could a movie featuring Florinda Bolkan and Claudio Cassinelli go wrong? I am not familiar with María Casares' other works, but Sister Agatha is a hell of a character.I have read many great reviews of the Synapse (US) release, but I love my German X-Rated Kult DVD copy. It isn't anamorphic/16:9, but actually has a little more picture information on all of the edges than Synapse's release.And there are also many great, wise or funny lines of dialogue (many from Sister Agatha)Why is God male? The Father, the Son, and the Holy Spirit They're all male! -FlaviaThese men are afraid- look at them, Sister- Afraid their power will be taken away from them! -Sr. Agatha (regarding Christians fleeing after the Muslims arrive)Woman, where are you going? The Moslems can do nothing to you that the Christians haven't done! Ha Ha Ha! -Sr. Agatha (to a group of fleeing Christian women)Lord bless these Moslems- For putting fear into these pompous Christians. -FlaviaDoes it take the mere sight of a Moslem to make you $h!t your underclothing? -Sr. AgathaClosing message: Flavia Gaetani, not yet a Muslim - no longer a Christian - was punished as a runaway nun. The idea for the film came from events which occurred during the Musalman invasions of Italy culminating in what even today is remembered as THE MARTYRDOM OF THE 800 AT OTRANTOExpecting to see another Nunsploitation movie with a mean Mother Superior abusing and torturing her charges, Flavia turned out to be MUCH more than I had anticipated.<br","POS"
"9945","http://www.imdb.com/title/tt0406713/usercomments","First things first! This isn't an action movie although there is a lot of action in it! I think you can compare it to American sports movies! Where a team of very bad players succeed in the unthinkable,winning a game or tournament beyond expectation! In this case it isn't about football or baseball,but Taekwondo! In the beginning these street thugs seem to be good for nothing! But soon we will find out that they don't want to be thugs and actually achieve something in life! It is nice to see them struggle and training! I was surprised how funny this movie was! From start till the end you will laugh your pants off! The young korean actors are very convincing! Go see this wonderful feel good movie!First things first!","POS"
"1721","http://www.imdb.com/title/tt0001032/usercomments","Had this movie been made a few years later, I would have given it a lower score. However, for 1909, this was a dandy little movie and still stands up pretty well today. Just don't try to compare this silent film to later silents--the industry changed so radically that the shorts of the first decade of the 20th century don't look at all like movies made in the 1910s and beyond.This movie is 11 minutes long (about average for most films back then) and is a variation of the Edgar Allen Poe story, THE CASK OF AMONTILLADO. While many are familiar with the story, I won't elaborate further as I don't want to ruin the film. Just suffice to say that it's very creepy!!Had this movie been made a few years later, I would have given it a lower score.","POS"
"5992","http://www.imdb.com/title/tt0956331/usercomments","I admit I had no idea what to expect before viewing this highly stylized piece. It could have been the cure for a zombie virus or the common cold for all I knew. It began with great visuals, little snippets to grab your attention and cause your imagination to run wild. As it continued I learned quickly through voice overs what was taking place. A nice little neo noir story that I felt was not a waist of a few minutes of my time. The little clues given to the audience through visuals at the beginning give them a sense of accomplishment as they piece together the plot. Along with a nice twist at the end its a cool package overall. The score, though not bad, gave the film almost a music video feel. It just felt a little dated, not adding anything to further the storyline. Some of the performances felt overly dramatic but fit perfectly with the feel of the overall piece. I walk away from this very satisfied. I was given a lot of information in a short period of time but through great editing and voice-over work it didn't feel rushed or pushed. Great job!I admit I had no idea what to expect before viewing this highly stylized piece.","POS"
"4678","http://www.imdb.com/title/tt0468458/usercomments","I chose to watch this film at Tribeca based on Judd Hirsch and Scott Cohen and found it to be one of the best movies in the festival. Both leading actors deliver a well rounded sensitive performance that seems to match the characters on a personal level. The director did a great job bringing the characters and story to life with skill that is usually not seen in a first-time production.One interesting aspect of this film is the love of woodwork and New York City (Brooklyn in specific). The movie revolves around the family furniture making business and weaves delicate cinematography of both carpentry and ordinary Brooklyn life  again kudos to the director on this fine choice.This is gem and I would whole heartedly recommend it (I'm sure it will make it to the screen).I chose to watch this film at Tribeca based on Judd Hirsch and Scott Cohen and found it to be one of the best movies in the festival.","POS"
"3422","http://www.imdb.com/title/tt0446345/usercomments","I desperately need this on a tape, not a DVD, and soon!I have one nephew who is in the infantry but has not yet deployed, although he set to go to Iraq soon after December 2008. I lost my beloved step son in Ramadi Iraq on 09-15-05 from an unmanned missile in a green zone. I have another nephew who is joining the army as soon as he graduates from high school this spring because he, like his older brother, has some idealized and romanticized idea about what serving in the military is. My stepson died after only 10 days in country and he never went out on any missions so my nephews have no way to reference any of the experiences shown in this candid documentary from any type of personal experiences that might have been conveyed by my now deceased son. There is nothing I can do about those who are in, or now gone, but I have one left that has not raised his hand and been sworn in YET. I desperately want him to do so informed, none of the others did.Pleases help me with this.The movie documentary The Ground Truth is the best visual reference I have ever seen. I need to somehow make my youngest nephew see what he is getting himself into before it is to late. BUT: ( do not laugh )I NEED my mother to see this first. She must actually see and hear these men and women, not simply the idea of them, but the truth of what they will be immersed in, possibly forever. Then she will have the emotional determination to make my brother watch this film and once he has then he may then make his son, my youngest nephew, watch it too. Then, my nephew might begin to take this seriously. ((( is there another time when this will be shown on TV ? if so please tell me when ? )))However, my problem is, my mother does not own a DVD player, she still uses video ( is that correct? with tapes ? ) So, I need to find a way for her to be able to watch this film. Can I purchase this from anyone in that form? If not, is there any other way for me to get this in the form of a tape from anyone? Is there any legitimate link from which I can pay to download it onto my computer and then transfer it to a tape. If so who would I contact. I will gladly pay for the privilege providing it is a legitimate link. Or,if you have any alternative ideas I will consider anything you can suggest.Please help me, I have lost one very precious adored and loved one already, I already know my oldest nephew will never be the same when he returns and I may loose him too. I cannot loose three and the emotional toll for all of those that do make it back is too high a price to pay for every male child in my family of that generation. Please help me. I will happily call you, email me a number if that is the best way to get the needed information. Thank you so much for any help you can offer.Sincerely, Lori Swanberg l.swanberg@yahoo.comI desperately need this on a tape, not a DVD, and soon!I have one nephew who is in the infantry but has not yet deployed, although he set to go to Iraq soon after December 2008.","POS"
"6823","http://www.imdb.com/title/tt0079672/usercomments","I have spent the last week watching John Cassavetes films - starting with 'a woman under the influence' and ending on 'opening night'. I am completely and utterly blown away, in particular by these two films. from the first minute to the last in 'opening night' i was completely and utterly absorbed. i've only experienced it on a few occasions, but the feeling that this film was perfect lasted from about two thirds in, right through till the credits came up. everything about this film, from the way it was shot, the incredible performance of Gena Rowlands, the credits, the opening, the music, the plot, the sense of depth, the pace, the tenderness, the originality, the characters, the deft little moments.... for me, is truly sublime. i couldn't agree more with the previous comment about taking it to a desert island because the sheer depth of this film is something to behold. if your unlucky enough to have a house fire, i guarantee that instead of making a last ditch attempt to rescue that stash of money under your bed, you'll be rescuing your copy of this film instead.I have spent the last week watching John Cassavetes films - starting with 'a woman under the influence' and ending on 'opening night'.","POS"
"6333","http://www.imdb.com/title/tt0117179/usercomments","I just got this video used and I was watching it last night. The acting started out extremely bad (hey------hey------twister) but got very good soon after wards. The tornadoes looked extremely fake, and many of the CGI effects were very dodgy, but the scene with the house cracking apart and the contents inside being blown around and sucked out were extremely well done, and just about on par with movies like Twister. The scenes of devastation were also extremely well done too. The story was very well written, and it's refreshing to see a movie like this stray away from the same old disaster formulas movies of this genre seems to have been stuck in for 30 years.While this movie had a very weird mix of FX and acting quality, this merits an A in my book.I just got this video used and I was watching it last night.","POS"
